model,epoch,acc,auroc,f1,hyperparams
rnn,30,69.5321,0.9386,0.6624,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f31e39d8220>}
rnn,35,70.2096,0.938,0.6695,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f31e39d8220>}
rnn,40,70.6754,0.9391,0.6739,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f31e39d8220>}
rnn,45,70.4849,0.9385,0.6774,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f31e39d8220>}
rnn,50,71.3318,0.9389,0.6805,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f31e39d8220>}
rnn,5,23.4385,0.6796,0.06653,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,10,56.2354,0.8411,0.4181,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,15,65.4245,0.9078,0.5841,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,20,68.3040,0.9327,0.6454,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,25,69.0663,0.9323,0.6622,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,30,69.1298,0.9291,0.6575,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,35,68.9181,0.9231,0.6565,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,40,69.0874,0.9224,0.6573,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,45,69.8073,0.9227,0.6679,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,50,69.2992,0.9177,0.6651,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7ff5ba2a0180>}
rnn,5,22.5281,0.5979,0.0535,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,10,34.8296,0.7466,0.1483,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,15,47.8721,0.8165,0.3182,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,20,60.9358,0.8853,0.5564,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,25,65.9962,0.9105,0.6174,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,30,67.4360,0.9192,0.643,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,35,68.1982,0.911,0.6391,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,40,66.6949,0.9097,0.6295,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,45,68.2405,0.908,0.6413,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,50,67.7535,0.9048,0.636,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7efcaaeac220>}
rnn,5,22.2105,0.536,0.03635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,10,25.4076,0.6239,0.07417,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,15,25.8522,0.6483,0.07579,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,20,25.0688,0.6012,0.07581,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,25,28.0754,0.6787,0.1109,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,30,28.2448,0.6618,0.1297,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,35,25.2170,0.6435,0.07873,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,40,29.7269,0.6871,0.1275,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,45,29.8963,0.6884,0.1203,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
rnn,50,30.7643,0.7095,0.1592,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f64625bbe20>}
cnn,5,19.3945,0.554,0.06735,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,10,22.0834,0.6015,0.08084,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,15,24.3489,0.6135,0.1038,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,20,27.6519,0.6261,0.1115,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,25,28.0754,0.6447,0.1081,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,30,29.9809,0.6523,0.1407,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,35,30.8702,0.6661,0.1551,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,40,31.6960,0.6823,0.1679,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,45,32.2253,0.6954,0.1717,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,50,31.1666,0.7067,0.1992,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7ff56c14e160>}
cnn,5,12.7885,0.5777,0.02268,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,10,12.9367,0.5923,0.02537,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,15,19.8814,0.5927,0.09401,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,20,27.5461,0.5869,0.1181,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,25,31.0819,0.5872,0.139,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,30,32.1406,0.6043,0.131,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,35,33.4321,0.636,0.1342,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,40,33.9826,0.6786,0.1421,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,45,35.1048,0.7066,0.1586,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,50,35.0625,0.7254,0.1594,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7ff176056160>}
cnn,5,21.6600,0.5848,0.1327,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,10,28.5624,0.6383,0.1685,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,15,36.3540,0.6992,0.2293,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,20,40.2710,0.7494,0.2607,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,25,44.9714,0.789,0.3421,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,30,48.2109,0.8197,0.3754,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,35,50.1588,0.8378,0.4004,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,40,50.9210,0.8471,0.4132,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,45,52.9325,0.853,0.4399,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,50,53.7370,0.859,0.4575,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7efc76e0e160>}
cnn,5,22.9303,0.6295,0.05174,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7f27a51c6160>}
cnn,10,29.4516,0.6943,0.1477,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7f27a51c6160>}
cnn,15,38.6619,0.7564,0.2858,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7f27a51c6160>}
cnn,20,43.6163,0.7942,0.3527,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7f27a51c6160>}
cnn,25,47.4275,0.8195,0.3989,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7f27a51c6160>}
cnn,30,51.0904,0.8399,0.44,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 8; 'conv_kernel_size': 3; 'factory': <function build_cnn at 0x7f27a51c6160>}
